episode,phase,total_reward,steps,success,collision,timeout,epsilon,avg_loss,avg_q,global_train_steps
323,0,9.64564,120,1,0,0,0.377773,0.015495,9.3203,105278
324,0,9.42987,192,1,0,0,0.37664,0.014093,9.30612,105471
325,0,9.38455,207,1,0,0,0.37551,0.013286,9.29717,105679
326,0,9.66094,115,1,0,0,0.374384,0.011444,9.28068,105795
327,0,9.66968,112,1,0,0,0.37326,0.017752,9.27135,105908
328,0,9.60378,134,1,0,0,0.372141,0.011336,9.25373,106043
329,0,9.60142,135,1,0,0,0.371024,0.013523,9.24362,106179
330,0,9.61329,131,1,0,0,0.369911,0.006558,9.22811,106311
331,0,9.61309,131,1,0,0,0.368801,0.011624,9.21487,106443
332,0,9.68215,108,1,0,0,0.367695,0.012312,9.19692,106552
333,0,9.69064,105,1,0,0,0.366592,0.013605,9.19307,106658
334,0,9.62775,126,1,0,0,0.365492,0.018487,9.1761,106785
335,0,9.6787,110,1,0,0,0.364396,0.009027,9.16502,106896
336,0,9.64299,121,1,0,0,0.363302,0.01023,9.15261,107018
337,0,9.09369,304,1,0,0,0.362213,0.011854,9.13202,107323
338,0,9.49886,169,1,0,0,0.361126,0.010252,9.10793,107493
339,0,9.64581,120,1,0,0,0.360043,0.014214,9.08033,107614
340,0,9.6753,110,1,0,0,0.358962,0.009334,9.07833,107725
341,0,-1.2,400,0,0,1,0.357886,0.011108,9.05348,108125
342,0,-1.2,400,0,0,1,0.356812,0.01232,9.01397,108525
343,0,9.45344,184,1,0,0,0.355741,0.008983,8.98293,108710
344,0,-1.2,400,0,0,1,0.354674,0.010231,8.9575,109110
345,0,9.72664,93,1,0,0,0.35361,0.01669,8.93332,109204
346,0,9.71222,98,1,0,0,0.352549,0.013796,8.92806,109303
347,0,9.4659,180,1,0,0,0.351492,0.012405,8.90347,109484
348,0,9.76865,79,1,0,0,0.350437,0.014904,8.88671,109564
349,0,9.70303,101,1,0,0,0.349386,0.015797,8.87478,109666
350,0,9.62899,126,1,0,0,0.348338,0.013192,8.8554,109793
351,0,9.62305,128,1,0,0,0.347293,0.010755,8.84457,109922
352,0,9.75353,84,1,0,0,0.346251,0.010339,8.82992,110007
353,0,9.59443,137,1,0,0,0.345212,0.010014,8.82373,110145
354,0,9.75134,85,1,0,0,0.344176,0.010527,8.79554,110231
355,0,9.68467,107,1,0,0,0.343144,0.012864,8.79405,110339
356,0,9.76259,81,1,0,0,0.342115,0.013441,8.77535,110421
357,0,9.69113,105,1,0,0,0.341088,0.007442,8.76915,110527
