episode,phase,total_reward,steps,success,collision,timeout,epsilon,avg_loss,avg_q,global_train_steps
351,0,9.76634,80,1,0,0,0.347293,0.010142,7.56028,95230
352,0,9.77475,77,1,0,0,0.346251,0.010776,7.54869,95308
353,0,9.7123,98,1,0,0,0.345212,0.008061,7.54618,95407
354,0,9.81372,64,1,0,0,0.344176,0.010548,7.54528,95472
355,0,9.77791,76,1,0,0,0.343144,0.00864,7.54437,95549
356,0,9.78966,72,1,0,0,0.342115,0.006156,7.56779,95622
357,0,9.76408,81,1,0,0,0.341088,0.011315,7.56258,95704
358,0,9.79942,69,1,0,0,0.340065,0.006562,7.58117,95774
359,0,9.78993,72,1,0,0,0.339045,0.009171,7.56732,95847
360,0,9.75734,83,1,0,0,0.338028,0.009604,7.55508,95931
361,0,9.75427,84,1,0,0,0.337014,0.005345,7.60037,96016
362,0,9.79617,70,1,0,0,0.336002,0.012429,7.57161,96087
363,0,9.7659,80,1,0,0,0.334994,0.006868,7.56816,96168
364,0,9.75694,83,1,0,0,0.333989,0.006853,7.57867,96252
365,0,9.76603,80,1,0,0,0.332988,0.007047,7.58488,96333
366,0,9.76909,79,1,0,0,0.331989,0.008007,7.59328,96413
367,0,9.74213,88,1,0,0,0.330993,0.010927,7.59493,96502
368,0,9.80483,67,1,0,0,0.33,0.012107,7.59435,96570
369,0,9.80477,67,1,0,0,0.32901,0.003312,7.58679,96638
370,0,9.79315,71,1,0,0,0.328023,0.005489,7.58347,96710
371,0,9.76017,82,1,0,0,0.327039,0.007954,7.57712,96793
372,0,9.80493,67,1,0,0,0.326057,0.009968,7.61544,96861
373,0,9.77449,77,1,0,0,0.325079,0.012773,7.58433,96939
374,0,9.77155,78,1,0,0,0.324104,0.016041,7.5773,97018
375,0,9.76548,80,1,0,0,0.323132,0.008862,7.59559,97099
376,0,9.8104,65,1,0,0,0.322162,0.007341,7.59035,97165
377,0,9.74146,88,1,0,0,0.321196,0.012942,7.59491,97254
378,0,9.76918,79,1,0,0,0.320232,0.007752,7.59994,97334
379,0,9.72379,94,1,0,0,0.319272,0.006762,7.63383,97429
380,0,9.75418,84,1,0,0,0.318314,0.011346,7.60078,97514
381,0,9.80178,68,1,0,0,0.317359,0.004425,7.60224,97583
382,0,9.78134,75,1,0,0,0.316407,0.013074,7.6174,97659
383,0,9.7691,79,1,0,0,0.315457,0.010946,7.60829,97739
384,0,9.76018,82,1,0,0,0.314511,0.009894,7.5932,97822
385,0,9.72984,92,1,0,0,0.313568,0.007287,7.61688,97915
